pesex,peeduca,ptdtrace,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1,gtcbsa
1,43,1,61,1,-1,5,4,21,16,0
2,39,1,51,1,-1,13,2,51,6,0
1,35,1,59,1,-1,5,10,22,22,0
2,43,1,75,1,-1,1,1,1,1,0
1,43,1,76,1,-1,1,1,1,1,0
2,44,1,53,1,-1,10,2,40,8,0
2,43,1,61,1,-1,5,4,22,16,0
1,39,1,80,1,-1,5,4,22,16,0
1,43,1,61,1,-1,10,2,42,10,0
1,39,1,77,1,-1,4,10,13,22,0
2,38,1,66,1,-1,11,9,45,21,0
2,46,1,38,1,-1,10,2,42,10,0
1,43,3,50,1,-1,13,3,51,12,0
2,39,1,51,1,-1,5,4,22,16,0
1,39,1,25,1,-1,11,3,46,13,0
2,39,1,60,1,-1,5,9,22,21,0
2,43,1,69,1,-1,10,5,41,17,0
2,43,1,72,1,-1,10,2,40,8,0
1,39,1,36,1,-1,5,10,22,22,13740
1,39,1,50,1,-1,6,10,23,22,0
2,43,1,49,2,-1,10,2,41,10,0
1,43,1,53,1,-1,12,1,48,1,0
2,43,1,49,1,-1,12,3,48,15,0
1,41,1,44,1,-1,6,2,24,9,0
1,43,1,40,1,-1,8,2,33,10,0
2,42,1,29,1,-1,8,1,34,1,36540
1,43,4,56,1,-1,6,2,23,3,0
2,39,4,47,1,-1,8,5,32,17,0
2,43,4,41,1,-1,6,1,24,2,36540
1,40,1,47,1,-1,9,2,36,7,36540
2,42,1,26,1,-1,5,4,22,16,36540
1,40,1,28,1,-1,8,4,34,16,0
1,44,4,28,1,-1,8,1,33,2,36540
1,42,1,49,1,-1,8,1,32,1,0
2,42,1,44,1,-1,10,3,42,15,0
1,43,1,42,1,-1,4,2,6,4,0
1,35,1,15,4,2,-1,-1,-1,-1,0
2,37,1,17,1,-1,11,3,46,13,0
2,44,1,47,1,-1,8,3,33,12,0
1,43,1,42,1,-1,4,1,6,2,0
2,43,1,40,2,-1,10,2,40,8,0
1,35,1,15,1,-1,3,7,4,19,0
1,33,1,62,1,-1,4,2,10,4,29820
2,41,1,58,1,-1,10,5,40,17,29820
1,39,1,37,1,-1,11,3,45,14,29820
2,41,1,32,1,-1,6,5,23,17,29820
1,33,1,56,1,-1,3,10,4,22,29820
2,35,1,58,1,-1,6,5,23,17,29820
2,39,1,17,1,-1,11,4,46,16,29820
2,40,1,61,1,-1,6,5,24,17,29820
1,39,1,35,1,-1,11,3,45,14,29820
2,39,1,43,1,-1,11,3,45,14,29820
2,45,1,36,1,-1,9,2,36,10,29820
1,39,1,46,1,-1,11,3,45,14,29820
2,40,1,51,1,-1,12,5,49,17,29820
1,42,2,30,1,-1,9,1,36,2,29820
2,40,2,25,1,-1,5,5,22,17,29820
1,43,1,58,1,-1,11,1,44,1,0
1,40,1,24,1,-1,11,3,44,15,0
1,34,1,56,1,-1,11,3,45,13,29820
2,39,1,26,1,-1,10,5,42,17,29820
2,37,1,18,4,5,5,4,22,16,29820
1,39,1,30,1,-1,5,4,22,16,29820
2,39,1,31,1,-1,5,4,22,16,29820
1,43,1,30,1,-1,10,2,40,8,29820
2,43,1,31,4,1,6,10,23,22,29820
1,39,1,54,1,-1,11,3,46,13,0
2,39,1,62,1,-1,10,5,41,17,10740
2,43,1,24,1,-1,9,2,36,3,10740
1,43,1,48,1,-1,9,2,36,5,10740
2,44,4,34,1,-1,10,2,40,8,10740
1,39,1,64,1,-1,3,7,4,19,10740
2,43,1,55,1,-1,10,2,41,10,10740
1,39,1,53,1,-1,5,10,21,22,10740
2,39,1,32,1,-1,11,1,46,1,0
1,43,1,42,1,-1,4,1,18,1,10740
1,40,1,20,1,-1,2,7,3,19,10740
1,39,1,29,1,-1,4,10,7,22,0
2,39,1,29,1,-1,5,5,22,17,0
2,43,1,37,2,-1,10,2,40,8,0
1,39,1,44,2,-1,6,10,23,22,0
1,39,1,60,1,-1,6,10,23,22,10740
1,39,1,23,1,-1,9,7,39,19,0
2,43,1,57,1,-1,6,5,23,17,10740
1,39,1,58,1,-1,6,1,23,1,10740
2,41,1,39,1,-1,5,2,22,10,0
1,35,1,41,1,-1,1,6,1,18,0
2,44,1,51,1,-1,10,2,40,8,0
1,39,1,55,1,-1,3,7,4,19,0
2,39,4,56,1,-1,3,1,4,1,10740
1,39,1,24,1,-1,6,10,23,22,0
2,39,1,21,1,-1,4,5,14,17,0
2,44,1,55,1,-1,10,2,40,8,22140
2,37,1,20,1,-1,5,3,22,11,22140
2,44,1,79,1,-1,13,2,51,7,42140
1,39,1,26,1,-1,6,5,23,17,42140
1,39,1,53,1,-1,3,9,4,21,0
2,34,1,76,1,-1,10,5,41,17,29740
2,43,1,37,1,-1,10,2,42,10,22020
1,43,1,43,1,-1,9,2,36,4,22020
1,43,1,23,1,-1,10,2,42,10,0
2,43,1,23,1,-1,10,2,42,10,0
1,43,1,46,1,-1,4,2,7,4,22020
1,36,1,16,1,-1,9,3,38,14,22020
1,42,1,29,1,-1,5,4,22,16,0
1,39,1,23,1,-1,4,10,7,22,0
2,41,1,48,1,-1,10,5,42,17,0
1,43,1,53,1,-1,10,2,41,10,22020
1,40,1,19,1,-1,5,10,22,22,22020
1,43,1,22,1,-1,9,2,36,4,22020
2,40,1,40,1,-1,11,1,46,2,22020
1,43,1,25,1,-1,5,1,21,1,22020
2,41,1,27,1,-1,10,3,42,11,22020
1,41,1,34,1,-1,6,10,23,22,0
2,43,1,57,1,-1,5,2,22,10,22020
1,42,4,58,1,-1,9,3,38,14,22020
2,40,8,20,1,-1,11,3,44,12,22020
1,40,2,60,4,12,4,9,6,21,22020
1,39,2,50,1,-1,4,9,11,21,22020
1,39,2,61,1,-1,4,9,11,21,22020
1,39,1,24,2,-1,4,10,6,22,22020
2,40,1,22,1,-1,8,1,34,1,0
2,44,1,34,1,-1,10,2,42,6,22020
1,40,1,37,1,-1,13,10,51,22,22020
2,44,1,27,1,-1,10,2,40,8,0
2,39,1,66,1,-1,5,4,22,16,0
1,42,1,73,1,-1,8,10,35,22,0
1,43,1,35,1,-1,8,1,32,2,0
2,40,1,38,1,-1,10,1,43,1,0
1,43,1,39,1,-1,5,4,22,16,0
1,39,1,41,2,-1,2,1,3,1,0
2,41,1,73,1,-1,12,3,48,15,0
2,44,1,36,1,-1,12,2,48,6,0
1,41,1,64,1,-1,5,4,22,16,0
1,43,1,25,1,-1,1,1,1,1,0
2,43,1,26,1,-1,10,2,42,10,0
1,39,1,63,1,-1,10,3,42,11,0
2,43,1,79,1,-1,2,2,3,3,36420
2,44,1,33,1,-1,10,2,40,8,36420
2,44,1,28,1,-1,13,5,51,17,36420
1,39,1,59,1,-1,4,2,17,8,46140
2,39,7,57,1,-1,10,5,40,17,46140
2,39,3,36,1,-1,9,2,36,9,0
1,39,7,42,1,-1,4,1,10,1,0
2,43,5,49,1,-1,10,1,42,1,0
2,39,1,21,4,52,5,9,21,21,0
1,39,1,23,1,-1,4,9,14,21,0
1,39,1,43,1,-1,4,9,14,21,0
2,40,1,45,1,-1,5,9,22,21,0
2,43,2,61,1,-1,13,1,51,2,36420
2,40,2,34,1,-1,10,3,43,13,36420
1,44,1,45,1,-1,8,5,33,17,36420
1,40,2,49,1,-1,11,3,45,13,36420
1,44,1,33,1,-1,12,2,49,6,36420
2,44,1,34,1,-1,10,1,40,1,36420
2,40,2,39,4,4,9,1,38,2,36420
1,36,2,15,1,-1,9,1,38,2,36420
1,39,1,61,1,-1,6,8,23,20,46140
1,39,1,60,1,-1,6,10,23,22,0
1,39,1,69,1,-1,12,2,49,6,0
2,42,1,34,1,-1,9,1,38,2,46140
2,40,1,29,1,-1,10,2,43,8,46140
1,40,1,31,1,-1,10,1,42,1,46140
1,46,1,31,1,-1,4,2,19,4,46140
2,40,2,66,1,-1,3,1,4,1,46140
1,40,1,28,1,-1,5,4,22,16,46140
2,39,1,72,1,-1,10,3,42,13,0
1,39,1,43,1,-1,5,10,22,22,0
1,46,1,46,1,-1,10,2,41,10,41420
2,46,1,46,1,-1,10,2,42,10,41420
1,40,1,51,1,-1,4,9,6,21,38900
1,46,1,61,1,-1,10,2,42,10,38900
2,43,1,62,1,-1,13,1,51,2,38900
1,44,1,62,1,-1,9,1,36,2,38900
1,42,1,54,1,-1,9,2,36,3,38900
2,42,1,55,1,-1,8,1,33,1,38900
2,43,1,48,1,-1,9,1,36,2,13460
1,46,1,48,1,-1,10,2,42,10,13460
1,43,1,74,1,-1,9,1,36,1,32780
2,39,1,79,1,-1,10,3,42,11,32780
2,46,1,48,1,-1,10,2,42,10,21660
1,46,1,52,1,-1,10,2,42,10,21660
1,39,1,42,1,-1,9,3,38,14,32780
2,39,1,48,1,-1,9,3,38,14,32780
1,43,1,57,1,-1,12,10,47,22,21660
2,39,1,23,1,-1,11,10,46,22,13460
2,40,1,55,1,-1,10,3,40,13,21660
1,39,1,50,1,-1,4,9,12,21,21660
2,43,1,23,1,-1,10,2,41,10,0
2,40,1,49,4,34,5,4,22,16,41420
2,41,1,39,4,16,10,3,42,11,38900
1,40,1,68,1,-1,8,1,34,1,38900
2,46,1,62,1,-1,9,2,36,4,38900
1,46,1,62,1,-1,4,2,8,4,38900
2,39,1,73,1,-1,9,5,36,17,38900
2,43,1,60,1,-1,8,1,34,1,38900
2,44,1,52,1,-1,12,1,49,2,38900
2,37,1,18,4,4,-1,-1,-1,-1,38900
1,43,1,34,1,-1,8,1,32,2,38900
2,43,1,31,1,-1,5,1,22,2,38900
1,43,1,30,1,-1,9,1,36,2,0
1,39,1,41,1,-1,5,4,22,16,0
2,39,1,39,1,-1,4,4,7,16,0
2,46,1,29,1,-1,10,2,42,10,0
2,44,1,27,1,-1,10,2,40,9,0
1,43,1,27,1,-1,3,8,4,20,43620
1,43,1,53,1,-1,4,9,19,21,0
2,40,1,60,1,-1,7,2,25,9,0
1,38,1,61,1,-1,4,10,6,22,0
2,39,1,64,1,-1,9,5,39,17,28420
2,42,1,41,1,-1,9,5,39,17,28420
2,43,1,63,1,-1,10,3,43,11,0
1,42,1,39,1,-1,10,1,41,1,0
2,39,1,43,1,-1,10,1,41,1,0
1,35,1,47,1,-1,1,6,1,18,0
2,38,1,19,1,-1,1,6,1,18,0
1,43,4,62,1,-1,6,10,23,22,42660
2,43,4,60,1,-1,11,1,46,2,42660
1,46,1,70,1,-1,10,2,42,10,0
1,43,1,39,1,-1,9,3,38,14,0
2,43,1,40,1,-1,10,2,40,8,0
2,40,1,54,1,-1,5,4,22,16,0
1,39,1,51,1,-1,13,2,51,6,0
2,39,1,46,1,-1,10,3,43,15,0
1,35,1,16,1,-1,10,3,40,15,0
1,39,1,44,1,-1,3,7,4,19,0
2,44,1,53,1,-1,13,3,51,12,0
1,36,1,18,4,4,9,3,38,14,0
2,40,1,33,1,-1,12,3,48,15,0
1,39,1,34,1,-1,5,9,22,21,0
1,43,1,69,1,-1,8,4,34,16,0
2,43,1,67,1,-1,9,5,37,17,0
1,43,1,44,1,-1,9,2,36,4,0
2,40,1,46,1,-1,10,5,42,17,0
1,39,2,59,1,-1,11,5,44,17,0
1,40,1,51,1,-1,6,7,24,19,0
2,43,1,38,1,-1,13,1,51,1,0
2,43,1,46,1,-1,10,2,40,8,0
1,34,1,15,1,-1,11,3,46,13,0
1,40,1,53,1,-1,9,2,36,3,0
1,39,1,28,1,-1,3,7,4,19,0
2,43,1,28,1,-1,9,2,36,5,0
1,42,1,28,2,-1,3,7,4,19,0
1,36,1,19,4,26,9,3,38,14,0
1,37,1,17,2,-1,11,3,46,13,0
2,39,1,28,1,-1,10,3,41,11,0
2,40,3,41,2,-1,10,3,43,15,0
1,38,3,44,1,-1,6,7,24,19,0
2,40,1,63,1,-1,6,5,24,17,0
1,39,1,50,1,-1,5,10,22,22,0
2,39,1,36,1,-1,10,1,42,1,0
1,39,1,39,1,-1,8,1,32,2,0
2,40,1,52,1,-1,8,5,32,17,33660
1,40,1,53,1,-1,6,1,24,1,33660
1,39,1,34,1,-1,6,8,23,20,13820
1,43,2,56,4,6,9,2,38,8,33860
2,44,1,62,2,-1,9,1,36,2,19300
1,43,1,57,1,-1,6,1,24,1,19300
1,39,1,34,1,-1,4,8,14,20,0
2,40,1,34,1,-1,10,2,40,8,0
1,37,1,30,1,-1,4,9,9,21,0
2,39,1,50,1,-1,6,5,23,17,0
1,42,1,36,1,-1,13,2,51,3,26620
2,39,1,30,1,-1,9,5,36,17,26620
2,39,1,23,2,-1,13,5,51,17,26620
1,39,1,24,1,-1,2,7,3,19,0
1,44,1,40,1,-1,9,2,36,4,13820
2,44,1,38,1,-1,10,2,42,10,13820
1,44,1,49,1,-1,6,1,23,1,13820
2,43,1,48,1,-1,9,4,38,16,13820
1,39,3,60,1,-1,3,7,4,19,13820
2,39,2,53,1,-1,11,3,46,13,13820
1,46,4,38,1,-1,5,2,22,8,13820
2,43,4,35,1,-1,5,4,22,16,13820
1,39,1,54,1,-1,6,10,23,22,33660
1,46,1,38,1,-1,10,2,41,10,13820
2,46,1,38,1,-1,10,2,40,8,13820
1,39,2,25,1,-1,4,9,10,21,13820
1,42,1,51,1,-1,4,2,9,4,13820
2,39,1,48,1,-1,10,3,42,11,13820
1,39,1,23,1,-1,3,7,4,19,13820
2,44,1,52,1,-1,10,3,42,11,12220
1,44,1,58,1,-1,8,1,32,2,12220
1,44,1,64,1,-1,8,1,32,2,33860
2,43,1,61,1,-1,10,2,41,10,33860
2,44,2,29,1,-1,10,2,40,5,12220
2,43,2,62,1,-1,5,4,22,16,12220
1,39,2,22,1,-1,11,3,46,13,33860
2,42,1,29,1,-1,8,4,33,16,12220
1,43,1,65,1,-1,3,1,4,1,12220
1,43,2,35,1,-1,13,5,51,17,12220
2,43,1,35,1,-1,8,4,33,16,12220
1,43,1,26,1,-1,3,1,4,1,26620
2,43,1,25,1,-1,10,4,40,16,26620
1,39,1,57,1,-1,9,8,36,20,26620
1,43,1,41,1,-1,13,2,51,4,26620
2,43,1,32,1,-1,4,2,10,3,26620
1,43,1,51,1,-1,9,1,36,1,26620
2,46,1,57,1,-1,12,1,49,1,26620
1,39,1,59,1,-1,6,1,23,2,22520
1,42,1,57,1,-1,4,2,13,3,13820
2,43,1,58,1,-1,10,2,41,10,13820
1,39,2,51,1,-1,4,7,20,19,33860
2,40,1,33,1,-1,12,3,49,13,33660
1,43,1,59,1,-1,6,2,23,3,19300
2,40,1,50,1,-1,8,1,32,2,19300
2,40,1,23,1,-1,5,10,22,22,19300
1,39,1,23,1,-1,6,5,24,17,0
1,38,1,31,1,-1,4,9,12,21,0
1,39,1,24,1,-1,4,9,12,21,0
1,39,1,55,1,-1,4,9,7,21,19300
1,39,1,19,1,-1,11,3,46,13,19300
2,39,1,60,1,-1,5,1,22,1,0
2,44,1,77,1,-1,10,2,40,9,14860
1,37,1,51,1,-1,3,7,4,19,14860
1,40,1,63,1,-1,10,2,41,10,14860
1,45,1,64,1,-1,9,2,36,7,14860
2,43,1,63,1,-1,10,5,42,17,14860
1,43,1,71,1,-1,8,1,32,1,14860
2,46,1,43,1,-1,10,2,40,8,14860
1,43,1,41,1,-1,8,1,34,1,14860
2,46,1,42,1,-1,10,1,40,1,14860
1,44,1,63,1,-1,9,1,36,1,14860
1,43,1,23,1,-1,8,1,32,1,14860
1,43,1,56,1,-1,10,5,40,17,14860
2,39,1,54,1,-1,13,2,51,3,14860
1,44,1,44,1,-1,6,9,24,21,14860
2,43,1,41,1,-1,10,3,43,15,14860
1,39,2,28,1,-1,9,3,38,12,14860
1,36,2,63,1,-1,13,9,51,21,14860
1,39,2,31,1,-1,5,10,22,22,14860
1,43,1,25,1,-1,5,8,22,20,25540
1,40,1,69,1,-1,6,10,23,22,25540
1,43,1,28,1,-1,1,6,1,18,25540
2,39,1,62,1,-1,4,5,7,17,25540
1,39,1,66,1,-1,4,1,6,1,25540
1,39,1,30,1,-1,9,9,36,21,25540
1,40,1,73,1,-1,4,8,10,20,25540
2,39,1,65,1,-1,5,5,21,17,25540
1,41,1,39,1,-1,3,7,4,19,25540
1,43,1,80,1,-1,8,10,35,22,25540
2,40,1,48,1,-1,11,10,46,22,25540
2,39,1,17,1,-1,11,10,46,22,25540
2,39,1,67,1,-1,13,5,51,17,25540
2,39,1,59,1,-1,10,5,42,17,25540
1,39,1,63,1,-1,3,7,4,19,25540
2,40,1,65,1,-1,10,2,43,3,25540
2,41,1,55,1,-1,10,3,40,15,25540
1,43,1,21,1,-1,4,9,9,21,25540
1,43,1,61,1,-1,10,1,40,1,25540
2,43,1,50,1,-1,13,2,51,10,25540
1,39,1,49,1,-1,6,2,24,3,25540
1,43,1,32,1,-1,3,1,4,1,35300
2,44,1,33,1,-1,10,2,41,10,35300
2,39,1,56,1,-1,12,3,50,14,35300
1,39,1,54,1,-1,4,9,13,21,25540
2,39,1,65,1,-1,4,9,6,21,25540
2,43,2,35,1,-1,13,2,51,6,35300
2,43,2,27,1,-1,10,2,41,10,35300
2,43,1,26,1,-1,9,1,36,1,35300
2,45,1,52,1,-1,9,2,36,7,35300
2,43,4,55,1,-1,10,2,40,8,35300
1,44,4,54,1,-1,8,1,34,1,35300
2,40,4,23,4,1,9,1,38,2,35300
1,40,4,19,1,-1,10,2,40,9,35300
2,44,1,45,1,-1,9,1,36,1,35980
1,43,1,51,1,-1,4,1,19,2,35980
2,43,1,52,1,-1,11,3,44,13,35980
1,40,1,59,1,-1,9,8,38,20,35980
1,40,10,65,1,-1,11,3,44,14,35980
2,39,1,33,2,-1,10,3,42,11,35980
2,39,1,30,1,-1,11,1,46,1,35980
2,43,8,32,1,-1,9,5,36,17,49340
1,39,2,33,2,-1,12,10,47,22,49340
1,43,1,49,1,-1,8,1,34,1,35300
1,39,1,18,1,-1,5,4,22,16,35300
1,43,1,43,1,-1,6,1,24,2,25540
2,44,1,42,1,-1,10,2,40,8,25540
1,38,1,18,1,-1,5,5,22,17,25540
2,43,1,31,1,-1,10,2,42,5,25540
1,43,1,61,1,-1,9,3,38,14,35300
2,40,1,85,1,-1,8,4,34,16,35300
2,43,2,42,1,-1,10,5,42,17,35300
1,39,1,41,1,-1,4,8,8,20,25540
2,38,1,17,1,-1,11,5,46,17,25540
2,37,1,17,1,-1,11,5,46,17,25540
1,39,1,49,4,2,5,3,22,13,14860
2,43,1,39,1,-1,10,3,41,13,14860
1,39,10,56,1,-1,3,7,4,19,25540
1,39,1,49,1,-1,11,3,45,13,14860
1,43,1,42,1,-1,12,1,49,1,47930
1,39,1,58,2,-1,3,8,4,20,35300
2,40,1,56,1,-1,5,5,22,17,35300
1,39,1,18,4,8,11,10,46,22,35300
2,42,1,67,1,-1,5,5,22,17,0
2,39,1,36,1,-1,10,2,42,10,14860
1,39,1,35,1,-1,3,8,4,20,14860
1,46,1,64,1,-1,10,2,40,8,35300
2,44,1,33,1,-1,7,2,27,9,35300
2,39,1,57,1,-1,13,3,51,11,35980
1,44,1,61,1,-1,9,1,38,2,35980
1,43,1,22,1,-1,9,1,36,1,35980
2,43,1,38,1,-1,10,2,40,8,35980
2,43,1,37,2,-1,5,1,22,1,14860
1,34,1,38,1,-1,3,1,4,1,14860
2,43,1,36,1,-1,8,1,33,1,14860
1,43,1,35,1,-1,4,1,15,1,14860
1,40,2,65,1,-1,5,10,22,22,20100
1,39,1,46,1,-1,13,2,51,5,20100
2,40,1,66,1,-1,10,2,40,9,20100
2,40,2,55,1,-1,9,5,36,17,20100
2,40,6,29,1,-1,8,1,33,2,20100
1,40,6,28,1,-1,6,8,23,20,20100
2,40,6,26,1,-1,5,2,22,9,20100
2,40,6,25,1,-1,5,4,22,16,20100
2,39,6,21,1,-1,11,3,46,13,20100
1,39,1,40,1,-1,3,7,4,19,20100
2,35,1,39,1,-1,11,5,44,17,20100
1,36,1,17,1,-1,11,3,46,13,20100
2,40,1,68,1,-1,10,1,42,1,0
1,40,1,20,1,-1,9,2,36,4,0
1,39,1,67,1,-1,4,9,13,21,37980
2,44,2,55,1,-1,13,3,51,12,37980
2,42,1,37,1,-1,5,4,22,16,37980
1,39,1,17,1,-1,12,10,47,22,37980
2,43,1,58,1,-1,6,10,23,22,37980
1,43,1,59,1,-1,13,1,51,2,37980
2,43,1,56,1,-1,11,3,44,15,37980
1,43,1,23,1,-1,9,2,36,5,37980
1,34,1,39,1,-1,11,3,46,13,37980
2,34,1,44,1,-1,12,3,50,14,37980
1,37,1,17,1,-1,11,3,46,13,37980
1,39,2,55,1,-1,5,4,22,16,37980
2,40,2,51,1,-1,8,1,32,1,37980
1,39,2,20,4,7,5,4,22,16,37980
2,43,1,56,1,-1,8,5,33,17,37980
1,39,1,39,1,-1,5,10,21,22,37980
1,44,1,78,1,-1,9,1,36,2,37980
1,44,1,77,1,-1,5,4,22,16,37980
1,40,1,54,1,-1,11,1,46,1,37980
2,43,1,44,1,-1,9,1,36,1,37980
1,43,1,41,1,-1,8,1,32,1,37980
2,39,1,80,1,-1,13,1,51,2,37980
2,42,2,63,1,-1,5,4,22,16,37980
1,39,1,62,1,-1,10,8,40,20,37980
2,43,1,24,1,-1,10,2,41,10,37980
1,39,1,25,1,-1,3,8,4,20,37980
1,41,1,50,1,-1,4,1,19,1,41540
2,41,1,50,1,-1,12,3,48,15,41540
1,43,1,27,1,-1,11,2,46,9,41540
1,40,1,25,1,-1,8,8,34,20,41540
1,43,1,70,1,-1,5,9,22,21,41540
1,39,1,68,1,-1,3,5,4,17,20100
1,40,1,21,1,-1,11,3,46,13,41540
2,40,1,19,1,-1,5,4,22,16,41540
2,39,7,70,1,-1,8,4,34,16,20100
1,39,1,56,1,-1,5,10,22,22,41540
1,40,1,35,1,-1,12,2,49,6,20100
2,42,1,34,1,-1,10,2,41,10,20100
1,35,1,15,4,2,-1,-1,-1,-1,20100
2,43,1,40,1,-1,10,2,41,10,41540
2,37,1,17,1,-1,11,5,46,17,41540
2,44,4,59,1,-1,10,2,42,10,41540
1,40,1,26,1,-1,4,9,13,21,41540
2,39,1,23,1,-1,9,9,36,21,41540
1,42,1,51,1,-1,6,5,23,17,41540
2,39,1,65,1,-1,10,3,42,11,20100
2,39,1,35,1,-1,10,2,42,10,20100
1,39,1,46,4,13,9,3,38,13,20100
1,43,1,51,1,-1,9,2,36,4,41540
1,39,1,62,1,-1,9,2,36,3,47900
1,44,1,59,1,-1,9,2,36,3,47900
2,41,1,60,1,-1,9,1,36,2,47900
1,44,16,61,1,-1,10,1,40,1,47900
1,44,1,29,1,-1,8,4,34,16,47900
2,43,1,30,1,-1,11,3,46,13,47900
1,44,1,30,1,-1,13,1,51,1,47900
1,39,1,32,1,-1,13,5,51,17,47900
2,44,1,27,1,-1,10,2,42,6,47900
1,43,1,27,1,-1,7,2,31,3,47900
2,43,2,39,1,-1,9,1,36,1,47900
1,44,2,44,2,-1,5,4,21,16,47900
1,46,1,64,1,-1,13,1,51,1,47900
1,43,2,27,1,-1,13,1,51,2,47900
1,43,1,44,1,-1,7,2,25,9,47900
2,46,1,45,1,-1,10,2,42,5,47900
1,44,1,33,1,-1,10,2,42,5,47900
1,39,1,48,1,-1,6,10,23,22,47900
1,39,1,47,1,-1,5,4,22,16,47900
2,43,2,47,1,-1,10,2,40,8,47900
2,43,1,44,1,-1,8,1,34,1,47900
1,45,4,30,1,-1,10,2,41,10,47900
1,44,2,58,1,-1,13,1,51,1,47900
2,44,2,53,1,-1,10,2,40,8,47900
1,40,2,23,1,-1,7,3,29,13,47900
1,40,2,19,1,-1,9,5,36,17,47900
1,43,1,28,1,-1,3,1,4,1,47900
2,43,1,26,1,-1,9,1,36,1,47900
1,44,1,31,1,-1,9,1,36,2,47900
2,45,1,31,1,-1,13,1,51,2,47900
1,45,2,62,1,-1,9,2,36,7,47900
2,44,2,64,1,-1,10,2,41,10,47900
2,41,2,54,1,-1,9,1,38,2,47900
1,40,4,21,1,-1,13,2,51,3,47900
1,40,4,21,1,-1,8,1,32,2,47900
2,41,2,63,1,-1,10,2,40,8,47900
2,44,3,29,1,-1,13,2,51,3,47900
2,43,1,32,1,-1,5,2,21,9,47900
2,44,1,31,1,-1,12,2,49,5,47900
2,44,4,27,1,-1,9,1,36,2,47900
2,43,1,24,1,-1,9,2,36,3,47900
2,43,1,41,1,-1,9,1,36,1,47900
1,44,1,40,1,-1,13,1,51,1,47900
2,43,1,39,1,-1,9,1,36,1,47900
2,39,1,25,1,-1,5,4,22,16,47900
2,43,1,24,1,-1,4,1,9,2,47900
1,45,1,62,1,-1,9,2,36,7,47900
2,38,1,53,1,-1,9,1,36,1,47900
1,43,1,28,1,-1,9,2,36,7,47900
2,44,1,36,1,-1,5,4,22,16,47900
1,44,1,37,1,-1,7,4,31,16,47900
1,43,1,55,1,-1,10,1,42,2,47900
2,43,1,52,1,-1,12,3,48,15,47900
2,44,1,31,4,16,8,1,32,1,47900
1,43,1,56,1,-1,9,1,36,1,47900
2,43,1,26,1,-1,13,2,51,9,47900
1,43,1,25,1,-1,13,2,51,7,47900
2,39,1,42,1,-1,10,2,40,8,47900
1,43,1,44,1,-1,11,8,46,20,47900
1,43,1,28,1,-1,12,1,49,1,47900
2,43,1,28,1,-1,10,2,40,5,47900
1,44,1,29,1,-1,9,2,36,5,47900
2,44,1,27,1,-1,9,1,36,2,47900
2,40,2,75,1,-1,10,3,41,12,47900
1,39,1,49,1,-1,5,7,22,19,47900
2,41,1,59,1,-1,10,3,41,11,47900
1,40,1,56,4,6,9,3,38,14,37460
2,40,1,54,1,-1,5,4,22,16,37460
1,35,1,15,4,6,9,3,38,14,0
2,40,8,31,1,-1,8,1,33,2,37460
2,40,1,56,4,3,11,3,46,13,37460
1,41,1,63,1,-1,3,7,4,19,0
1,37,1,16,1,-1,11,3,46,13,0
1,43,3,46,1,-1,3,7,4,19,33100
2,42,1,44,1,-1,10,2,43,8,33100
1,43,1,49,1,-1,12,4,47,16,0
2,39,1,34,1,-1,8,1,34,1,0
1,40,1,40,1,-1,5,1,22,1,37340
1,44,4,45,1,-1,4,2,7,4,37340
1,43,4,49,1,-1,4,1,19,1,37340
2,39,1,66,1,-1,10,2,41,5,27260
1,41,2,40,1,-1,9,3,38,14,27260
1,38,2,19,1,-1,11,3,46,13,27260
1,41,1,73,1,-1,13,8,51,20,37340
2,41,1,65,1,-1,9,5,36,17,37340
2,39,1,71,1,-1,6,4,23,16,0
1,40,1,72,1,-1,13,8,51,20,0
1,40,1,54,1,-1,9,10,39,22,37340
1,39,1,64,1,-1,4,2,10,3,37340
1,43,1,36,1,-1,13,9,51,21,37340
2,40,1,33,1,-1,4,5,10,17,37340
1,42,1,64,1,-1,10,2,41,3,0
2,43,1,65,1,-1,10,3,43,15,33100
2,41,1,29,1,-1,12,3,48,15,33100
2,44,1,58,1,-1,8,5,32,17,33100
2,45,2,48,1,-1,13,2,51,7,33100
1,41,1,63,1,-1,6,8,23,20,33100
1,39,1,32,1,-1,11,1,46,1,33100
1,43,1,59,1,-1,9,1,36,2,33100
2,43,1,61,1,-1,10,1,41,1,33100
1,44,1,62,3,30,9,2,36,4,36740
1,44,1,41,1,-1,4,1,7,1,33100
1,43,1,41,1,-1,8,4,33,16,33100
2,43,1,24,1,-1,10,2,43,6,33100
1,42,2,44,1,-1,8,1,33,2,33100
1,35,2,72,1,-1,11,3,46,13,33100
1,42,2,40,4,39,6,10,23,22,33100
2,39,2,51,1,-1,10,5,42,17,33100
2,41,2,61,1,-1,8,5,33,17,33100
2,43,4,65,1,-1,3,1,4,2,33100
2,44,1,48,1,-1,9,3,38,14,33100
2,46,1,49,1,-1,8,1,33,2,33100
2,44,1,40,1,-1,4,9,16,21,33100
2,39,1,29,1,-1,9,3,38,14,33100
1,39,1,35,1,-1,9,3,38,14,33100
1,43,1,28,1,-1,6,10,23,22,19660
2,41,2,66,1,-1,10,2,42,10,33100
