pesex,peeduca,ptdtrace,prtage,pemlr,prunedur,prmjind1,prmjocc1,prdtind1,prdtocc1,gtcbsa
2,44,4,34,1,-1,5,1,22,1,35620
1,44,4,34,1,-1,8,2,32,3,35620
1,39,1,41,1,-1,13,3,51,12,35620
2,43,1,62,4,8,9,2,36,3,0
1,44,2,55,1,-1,10,2,40,8,45940
2,44,1,54,1,-1,10,2,40,8,45940
1,39,2,20,1,-1,10,1,43,1,45940
2,43,1,58,1,-1,10,2,40,9,35620
1,41,1,60,1,-1,8,1,32,2,35620
1,39,1,29,1,-1,11,3,45,13,35620
2,43,1,49,1,-1,10,2,40,8,39300
1,39,1,50,1,-1,5,8,22,20,39300
2,44,1,47,1,-1,9,1,38,2,24860
1,39,1,53,1,-1,9,10,38,22,24860
1,39,1,34,1,-1,9,7,39,19,24860
1,43,1,74,1,-1,8,4,34,16,0
2,43,1,59,1,-1,5,4,22,16,0
1,43,2,39,1,-1,6,5,23,17,16700
1,44,2,47,1,-1,10,2,41,10,16700
1,43,1,38,1,-1,11,2,44,9,24860
1,39,1,32,1,-1,4,9,20,21,24860
2,40,1,59,1,-1,8,8,32,20,24860
1,39,1,46,1,-1,9,3,38,14,24860
2,39,1,19,1,-1,11,3,46,13,24860
2,35,1,44,1,-1,10,3,42,11,34820
1,39,2,35,1,-1,3,7,4,19,34820
1,33,1,15,4,1,-1,-1,-1,-1,34820
1,36,1,17,1,-1,5,4,22,16,17900
1,33,7,56,1,-1,11,3,46,13,17900
2,32,7,55,1,-1,11,3,46,13,17900
2,37,1,51,1,-1,11,3,46,13,0
1,39,6,27,1,-1,5,10,22,22,0
1,42,1,32,1,-1,3,8,4,20,17900
2,44,1,34,1,-1,10,2,40,8,17900
2,39,1,32,1,-1,9,5,36,17,43900
1,39,1,32,1,-1,11,2,44,9,43900
2,39,1,49,1,-1,5,4,22,16,43900
1,35,1,74,1,-1,6,10,23,22,0
1,35,7,27,4,29,3,7,4,19,0
2,44,2,44,1,-1,8,1,32,1,16740
2,44,2,47,1,-1,10,2,40,6,27740
1,43,2,48,2,-1,10,2,40,8,27740
1,43,1,43,1,-1,5,1,22,1,34980
1,38,1,34,1,-1,3,7,4,19,34980
2,39,1,39,1,-1,5,5,22,17,34980
2,39,1,56,1,-1,5,5,22,17,34980
1,39,1,20,1,-1,5,4,22,16,34980
1,39,1,23,2,-1,5,4,22,16,34980
2,41,1,23,2,-1,10,3,42,11,34980
1,39,2,22,1,-1,5,10,22,22,17300
1,40,1,37,1,-1,3,8,4,20,34980
2,40,1,37,1,-1,3,5,4,17,34980
2,40,1,23,1,-1,3,7,4,19,34980
2,39,1,50,1,-1,11,3,44,15,34980
1,36,1,52,1,-1,3,7,4,19,34980
2,43,2,45,1,-1,6,1,24,1,32820
1,39,1,48,1,-1,3,7,4,19,0
1,39,1,60,1,-1,3,7,4,19,0
2,39,1,51,1,-1,5,5,22,17,0
1,39,1,63,1,-1,5,9,22,21,0
1,43,1,52,1,-1,4,1,8,1,15540
2,40,4,51,1,-1,10,2,41,10,0
1,40,1,55,1,-1,10,3,41,13,0
1,39,4,72,1,-1,3,7,4,19,0
2,43,1,72,1,-1,5,10,22,22,15540
2,39,1,31,1,-1,5,4,22,16,15540
2,43,1,27,1,-1,4,2,19,5,15540
1,42,1,24,1,-1,10,2,41,3,15540
1,39,1,46,1,-1,4,9,6,21,15540
2,43,1,44,1,-1,10,1,40,2,15540
2,40,1,22,1,-1,8,5,34,17,15540
2,43,1,21,1,-1,10,2,42,10,15540
1,39,1,25,1,-1,6,10,23,22,0
2,40,1,23,1,-1,10,3,41,11,0
2,41,1,52,1,-1,10,3,41,11,0
1,42,1,48,1,-1,4,9,11,21,0
1,46,1,61,1,-1,10,2,40,8,0
2,39,1,42,1,-1,5,2,22,10,0
1,43,1,48,1,-1,4,7,5,19,0
2,44,1,59,1,-1,13,5,51,17,16620
2,43,1,56,1,-1,10,2,40,8,26580
1,44,1,30,1,-1,9,2,36,4,0
2,43,1,59,2,-1,10,2,40,8,0
2,39,1,78,1,-1,9,5,36,17,0
1,35,1,80,1,-1,3,7,4,19,0
2,39,1,36,1,-1,3,7,4,19,0
1,39,1,42,1,-1,3,4,4,16,0
1,39,1,27,1,-1,3,7,4,19,0
2,39,1,43,1,-1,10,3,42,11,0
1,39,1,21,1,-1,4,8,11,20,0
2,39,1,40,1,-1,9,2,36,9,25180
1,39,1,36,1,-1,9,2,36,9,25180
1,41,1,73,1,-1,8,4,34,16,25180
2,41,1,69,1,-1,8,4,34,16,25180
2,42,1,22,1,-1,10,2,41,10,0
1,43,1,46,2,-1,13,1,51,2,0
2,43,1,45,2,-1,13,1,51,1,0
1,40,1,48,1,-1,10,4,40,16,34060
1,39,1,20,4,30,11,3,45,13,34060
1,40,2,55,1,-1,10,2,40,3,34060
2,39,1,44,1,-1,10,3,41,13,34060
1,40,1,59,1,-1,6,5,24,17,0
2,43,1,53,1,-1,3,7,4,19,0
1,39,1,65,1,-1,1,1,1,1,0
1,43,1,33,1,-1,12,1,47,1,0
2,39,8,31,1,-1,11,1,46,1,0
2,40,1,55,1,-1,6,5,23,17,0
2,43,1,36,1,-1,8,5,32,17,0
1,42,1,40,4,43,8,5,32,17,0
2,37,7,24,1,-1,9,3,38,14,0
1,40,1,34,1,-1,13,3,51,12,0
1,43,3,36,1,-1,13,2,51,3,0
1,39,2,20,4,26,13,2,51,6,0
1,39,2,19,1,-1,3,7,4,19,0
2,40,1,53,1,-1,10,5,42,17,0
2,40,1,67,1,-1,10,3,42,11,0
2,40,1,52,1,-1,10,3,41,11,0
1,43,1,45,1,-1,5,1,22,1,0
2,44,1,45,1,-1,5,4,22,16,0
2,39,1,34,1,-1,12,3,50,14,0
2,40,1,60,1,-1,12,3,50,14,0
1,37,1,17,1,-1,1,6,2,18,0
1,39,3,52,1,-1,9,10,39,22,0
2,45,1,33,1,-1,10,2,42,10,0
1,42,1,38,1,-1,9,2,36,9,0
1,43,1,47,1,-1,8,4,34,16,38060
2,43,1,43,1,-1,9,5,36,17,38060
1,42,1,27,1,-1,9,1,36,1,38060
2,39,1,23,1,-1,9,5,36,17,38060
2,39,1,46,1,-1,11,1,46,2,38060
1,39,1,47,1,-1,9,1,38,1,38060
2,39,1,58,1,-1,11,3,46,13,38060
1,38,1,61,1,-1,1,6,1,18,38060
1,39,1,35,1,-1,9,3,38,14,38060
2,43,1,25,1,-1,12,3,48,15,38060
1,39,7,26,1,-1,10,8,40,20,38060
2,39,6,56,4,1,10,5,42,17,38060
1,39,6,28,1,-1,6,10,23,22,38060
2,41,1,54,1,-1,10,2,42,10,38060
1,40,1,21,1,-1,5,4,22,16,38060
1,42,3,35,1,-1,12,1,49,1,38060
2,44,2,36,1,-1,10,2,42,6,38060
1,43,1,38,1,-1,5,1,22,2,38060
2,43,1,34,1,-1,11,2,45,3,38060
1,34,1,64,1,-1,6,8,23,20,38060
1,46,1,72,1,-1,9,2,36,7,38060
2,43,2,32,1,-1,13,1,51,1,38060
1,42,2,36,1,-1,6,5,23,17,38060
1,40,1,50,1,-1,9,1,36,1,38060
1,40,1,60,1,-1,9,3,38,14,38060
2,37,1,56,1,-1,9,3,38,14,38060
1,40,1,28,1,-1,6,8,23,20,38060
2,43,1,25,1,-1,10,2,40,8,38060
2,43,1,39,1,-1,11,2,44,9,38060
2,43,1,31,1,-1,10,3,40,15,46060
1,43,1,31,1,-1,4,9,7,21,46060
1,39,1,45,1,-1,12,2,49,6,46060
2,44,1,50,1,-1,10,2,43,6,46060
1,39,1,18,2,-1,11,3,46,13,46060
2,43,1,35,1,-1,10,2,40,8,46060
1,39,1,38,1,-1,3,7,4,19,46060
1,41,1,45,1,-1,12,7,49,19,46060
2,44,1,48,2,-1,10,2,40,8,46060
1,40,1,18,1,-1,13,2,51,6,46060
2,40,1,28,1,-1,4,9,10,21,38060
1,44,1,31,1,-1,4,9,10,21,38060
1,44,1,49,1,-1,5,4,22,16,0
2,43,1,45,1,-1,5,4,22,16,0
1,40,1,51,1,-1,13,2,51,3,0
2,42,1,47,2,-1,10,2,43,8,0
2,43,2,59,1,-1,10,2,42,6,0
1,39,1,28,1,-1,5,5,22,17,22220
2,39,1,52,1,-1,4,5,11,17,38220
1,39,1,55,1,-1,6,7,24,19,38220
1,39,1,45,1,-1,5,4,22,16,0
2,44,1,59,1,-1,10,2,40,8,22900
2,44,1,47,1,-1,10,2,43,6,30780
1,44,1,46,1,-1,10,2,42,6,30780
1,39,1,45,1,-1,11,3,44,13,22220
1,39,2,29,1,-1,4,5,16,17,0
2,44,1,78,1,-1,10,2,40,8,0
1,41,2,51,1,-1,9,3,38,12,38220
2,35,1,23,1,-1,11,3,46,13,30780
1,39,1,24,1,-1,3,7,4,19,30780
1,40,1,61,4,2,10,1,41,1,30780
1,43,1,31,1,-1,5,2,22,3,30780
2,42,1,67,1,-1,9,4,36,16,22900
2,43,1,28,1,-1,9,5,36,17,22900
1,40,1,28,1,-1,6,7,24,19,22900
1,39,1,26,1,-1,3,7,4,19,22220
2,43,1,22,1,-1,9,2,36,9,22220
2,41,1,49,1,-1,12,3,48,15,41860
2,44,4,48,1,-1,5,2,22,3,41860
1,41,4,55,1,-1,6,2,23,4,41860
2,44,4,50,1,-1,10,2,41,10,41860
1,39,1,31,1,-1,12,9,47,21,41860
2,39,1,49,1,-1,10,2,42,10,41860
1,39,1,52,1,-1,9,10,36,22,41860
2,43,4,33,1,-1,9,4,36,16,41860
2,40,2,47,1,-1,13,3,51,11,41860
1,44,1,36,1,-1,9,2,36,3,41860
2,46,1,36,1,-1,10,2,42,10,41860
2,45,2,44,1,-1,10,2,42,10,41860
1,44,1,41,1,-1,8,4,34,16,41860
1,44,2,61,1,-1,10,2,40,8,41860
1,43,1,80,1,-1,4,9,7,21,46700
1,38,1,58,1,-1,1,6,2,18,41860
2,43,4,45,1,-1,13,5,51,17,41860
1,43,1,47,1,-1,10,2,41,10,41860
2,36,1,42,1,-1,11,3,45,14,23420
2,39,1,26,1,-1,3,1,4,1,23420
2,43,1,44,1,-1,10,2,40,8,0
1,39,1,41,1,-1,12,8,47,20,0
2,39,1,43,1,-1,6,5,23,17,0
1,42,1,26,1,-1,10,3,43,11,0
1,39,1,18,4,30,12,3,47,14,0
1,42,1,32,1,-1,13,3,51,11,0
1,42,1,49,1,-1,12,1,48,1,0
2,43,1,56,1,-1,10,1,42,1,31080
1,39,1,56,1,-1,5,4,22,16,31080
2,39,1,27,1,-1,10,2,42,10,31080
1,39,1,22,1,-1,10,2,42,10,31080
1,43,1,32,1,-1,4,2,10,4,31080
2,44,1,33,1,-1,10,2,40,8,31080
2,43,1,65,1,-1,8,1,32,1,31080
1,43,4,55,1,-1,9,1,38,1,31080
2,42,4,43,1,-1,9,1,38,1,31080
1,43,7,43,1,-1,8,4,33,16,31080
1,38,1,61,1,-1,9,10,38,22,31080
2,42,1,69,1,-1,13,3,51,11,31080
2,40,1,22,1,-1,10,7,40,19,31080
2,44,1,38,1,-1,8,2,32,9,31080
2,45,1,41,1,-1,10,2,40,8,31080
1,44,1,43,1,-1,9,2,36,3,31080
2,31,1,37,1,-1,12,3,50,14,31080
2,46,1,70,1,-1,10,2,42,5,31080
1,42,1,71,1,-1,7,2,26,9,31080
1,32,1,69,1,-1,11,3,46,14,40140
1,32,1,44,1,-1,12,10,47,22,40140
1,39,1,39,1,-1,7,2,26,9,31080
2,43,1,48,1,-1,10,2,42,10,31080
1,38,1,47,1,-1,10,3,40,14,31080
2,40,1,55,1,-1,5,5,22,17,31080
1,40,3,45,4,8,11,1,46,1,31080
1,43,4,35,1,-1,9,7,36,19,31080
2,43,4,36,1,-1,5,4,22,16,31080
2,40,1,52,4,7,10,3,43,11,31080
1,40,1,51,1,-1,9,3,38,12,31080
2,39,1,24,1,-1,9,10,38,22,31080
2,43,1,54,1,-1,11,2,44,9,31080
1,40,1,44,1,-1,10,2,40,9,31080
1,43,1,28,2,-1,9,1,36,2,31080
2,43,1,33,1,-1,4,2,19,3,31080
2,40,1,43,1,-1,4,9,15,21,31080
1,34,1,38,1,-1,4,9,14,21,31080
2,39,1,49,1,-1,6,10,23,22,31080
2,40,6,50,1,-1,3,1,4,1,31080
1,39,6,49,1,-1,4,9,10,21,31080
1,40,6,30,1,-1,6,5,23,17,31080
1,43,6,24,1,-1,10,2,40,8,31080
1,40,4,23,1,-1,11,3,44,15,31080
1,40,17,21,4,4,5,4,22,16,31080
1,38,1,48,1,-1,4,4,9,16,31080
2,38,2,47,1,-1,10,5,41,17,31080
2,43,1,22,1,-1,11,3,46,13,31080
2,40,1,21,1,-1,11,3,46,13,31080
1,38,3,31,1,-1,9,1,36,2,31080
1,45,4,34,1,-1,10,2,41,10,31080
2,39,1,45,1,-1,10,2,41,10,31080
1,43,1,29,1,-1,8,2,32,3,31080
1,37,3,35,4,26,11,3,46,14,40900
1,37,1,63,1,-1,5,4,22,16,41860
1,43,1,28,1,-1,9,2,39,5,31080
2,39,1,41,1,-1,9,9,38,21,31080
1,32,1,69,1,-1,9,3,38,14,31080
2,39,1,48,1,-1,10,2,40,8,31080
2,43,4,64,1,-1,5,5,22,17,31080
1,39,1,26,1,-1,3,7,4,19,31080
1,38,1,21,1,-1,4,10,13,22,31080
1,32,1,53,1,-1,9,3,38,14,31080
1,33,1,27,1,-1,9,3,38,14,31080
1,33,1,23,1,-1,3,7,4,19,31080
2,32,1,49,1,-1,9,3,38,14,31080
2,39,1,39,1,-1,9,3,38,14,31080
1,39,1,39,1,-1,3,7,4,19,31080
2,40,1,32,1,-1,10,3,41,11,40140
2,33,3,58,1,-1,13,3,51,11,31080
2,41,1,53,1,-1,5,2,22,9,31080
2,41,1,43,1,-1,10,3,42,15,31080
2,32,2,54,1,-1,10,2,40,8,31080
1,39,2,54,1,-1,13,3,51,12,31080
2,44,1,59,1,-1,9,1,36,2,31080
1,44,1,28,1,-1,10,2,42,6,31080
1,39,1,64,4,28,1,6,1,18,31080
1,43,1,35,1,-1,4,2,10,4,31080
2,41,1,38,1,-1,8,2,33,3,31080
2,39,1,28,1,-1,10,5,40,17,31080
1,39,2,33,1,-1,11,3,46,13,31080
1,43,1,65,2,-1,11,3,46,13,41860
1,40,1,34,1,-1,10,3,42,11,0
2,40,1,65,1,-1,2,1,3,1,0
2,40,1,52,1,-1,10,1,42,2,0
1,40,8,53,1,-1,5,4,22,16,0
1,33,1,47,1,-1,1,6,1,18,41500
2,33,1,61,1,-1,1,10,1,22,41500
2,39,1,23,1,-1,12,9,48,21,41500
1,43,4,38,1,-1,4,9,7,21,31080
2,43,4,36,1,-1,6,9,24,21,31080
2,43,2,62,4,26,9,4,36,16,31080
1,39,2,25,4,16,4,8,10,20,31080
1,39,2,25,4,10,4,8,10,20,31080
1,40,1,57,1,-1,5,5,22,17,31080
1,40,1,32,1,-1,5,5,22,17,31080
2,39,1,65,1,-1,9,3,38,14,31080
1,32,1,64,1,-1,11,3,46,13,31080
1,38,1,37,1,-1,9,3,38,14,31080
1,33,1,48,1,-1,9,3,38,14,31080
1,43,1,61,1,-1,8,1,32,1,31080
2,42,1,42,1,-1,9,3,38,14,31080
1,40,1,56,1,-1,5,10,22,22,33700
1,43,1,62,2,-1,8,1,32,1,31080
2,43,1,62,2,-1,9,1,36,1,31080
2,44,1,52,1,-1,9,2,36,7,31080
2,44,1,32,1,-1,13,1,51,2,40140
2,44,1,35,1,-1,10,2,40,8,40140
1,39,1,28,1,-1,5,10,22,22,31080
1,44,1,57,1,-1,8,1,34,1,31080
1,42,1,46,1,-1,8,1,32,2,31080
2,39,1,46,2,-1,10,3,40,13,31080
1,39,1,19,1,-1,10,3,40,14,31080
1,43,1,34,1,-1,9,1,36,2,31080
2,39,1,24,1,-1,11,5,45,17,40140
1,39,1,26,1,-1,9,3,38,14,40140
1,39,1,30,1,-1,5,4,22,16,40140
2,40,2,48,1,-1,10,2,41,10,40900
2,37,2,17,4,52,-1,-1,-1,-1,40900
2,36,2,15,4,26,-1,-1,-1,-1,40900
1,43,4,44,1,-1,13,1,51,1,40900
2,43,4,43,1,-1,10,1,41,2,40900
1,43,4,57,4,104,4,1,8,2,40900
1,39,2,34,1,-1,9,3,38,14,41860
2,39,1,47,1,-1,9,1,38,1,41940
1,42,4,45,1,-1,4,1,10,1,40140
2,39,4,47,1,-1,8,1,32,2,40140
2,43,1,25,2,-1,10,2,40,8,40140
1,42,1,22,1,-1,6,5,23,17,40140
2,40,1,56,1,-1,6,10,23,22,40140
1,39,1,53,1,-1,6,5,23,17,40140
1,41,1,48,1,-1,4,9,10,21,40140
2,41,1,47,1,-1,9,2,36,9,40140
2,40,4,65,1,-1,10,2,41,10,41860
2,40,1,58,1,-1,12,3,48,11,46700
2,45,1,50,1,-1,13,2,51,7,40140
2,37,7,17,1,-1,11,3,46,13,40140
2,39,4,57,1,-1,10,1,42,1,40140
2,44,1,54,1,-1,10,2,40,8,40140
2,43,1,23,2,-1,10,2,40,8,40140
2,41,6,40,1,-1,6,1,23,1,40900
1,40,1,55,1,-1,3,1,4,1,41740
2,38,1,25,1,-1,8,1,32,1,41740
1,39,1,45,1,-1,3,7,4,19,41740
1,35,1,47,1,-1,3,7,4,19,41740
2,43,1,27,1,-1,11,3,44,15,41740
2,42,1,25,1,-1,10,2,42,6,41740
2,43,1,71,1,-1,4,5,10,17,41740
1,40,1,42,1,-1,5,4,22,16,41740
2,43,1,37,1,-1,4,9,16,21,41740
2,43,8,25,1,-1,11,3,46,13,41740
2,44,4,24,1,-1,9,1,36,2,41740
2,43,1,22,1,-1,9,2,36,5,41740
2,43,1,46,1,-1,13,1,51,2,41740
2,43,1,52,1,-1,10,2,41,10,41740
2,43,1,65,1,-1,5,4,22,16,41740
1,43,1,24,1,-1,11,3,45,15,41740
2,43,4,30,1,-1,6,1,24,1,41740
1,43,4,31,1,-1,10,2,41,10,41740
1,43,4,31,1,-1,9,2,36,3,41740
1,39,1,48,1,-1,6,10,23,22,41740
2,43,1,24,1,-1,9,5,36,17,41740
2,43,1,25,1,-1,9,5,36,17,41740
2,39,1,25,1,-1,11,3,46,13,41740
2,42,1,58,1,-1,10,3,40,14,41740
1,34,1,29,1,-1,3,7,4,19,41740
2,43,1,25,1,-1,6,2,23,6,41740
1,46,1,36,1,-1,7,2,27,3,41860
1,39,4,40,1,-1,9,5,36,17,41860
1,43,4,42,1,-1,5,4,22,16,37100
2,40,1,32,1,-1,10,1,42,1,41940
2,40,1,66,1,-1,10,2,41,10,41940
1,40,1,20,1,-1,3,7,4,19,41940
2,44,2,31,1,-1,10,2,40,6,41940
2,44,1,51,1,-1,4,1,14,1,41940
1,34,1,46,1,-1,4,8,14,20,41940
2,43,1,52,1,-1,9,1,36,1,42220
1,38,1,40,1,-1,5,9,22,21,42220
2,43,1,33,1,-1,9,1,36,2,42220
1,43,1,26,1,-1,11,1,44,1,42220
2,44,1,71,1,-1,10,2,40,8,42220
2,43,1,54,1,-1,9,4,36,16,42220
2,40,1,74,1,-1,10,5,42,17,42220
1,42,1,49,1,-1,7,1,27,1,42220
2,43,1,39,1,-1,9,2,36,7,42220
2,42,1,68,1,-1,9,2,36,7,42220
1,43,7,70,1,-1,3,1,4,1,42220
1,43,1,74,1,-1,9,1,38,1,42100
2,44,7,62,2,-1,10,2,40,8,42220
2,40,1,73,1,-1,9,5,36,17,33700
2,39,1,45,1,-1,8,4,33,16,33700
1,39,1,51,1,-1,3,8,4,20,33700
1,39,1,47,1,-1,13,3,51,12,0
1,36,1,62,1,-1,4,1,14,2,47300
1,39,1,44,1,-1,5,4,22,16,17020
2,43,1,36,1,-1,10,2,42,6,17020
1,39,1,37,1,-1,11,3,46,13,17020
1,43,1,67,1,-1,9,2,36,3,37100
2,43,1,40,1,-1,13,5,51,17,37100
1,35,1,43,1,-1,12,4,47,16,37100
2,44,1,46,2,-1,10,2,40,8,19740
1,44,1,51,1,-1,10,1,40,1,19740
1,39,1,54,1,-1,9,1,38,2,19740
2,43,1,23,1,-1,9,3,38,12,19740
1,39,1,18,4,4,11,5,44,17,19740
2,39,1,31,1,-1,10,3,43,15,19740
1,39,1,45,1,-1,5,4,22,16,19740
1,42,3,49,1,-1,4,5,14,17,19740
2,34,3,15,1,-1,11,3,46,13,19740
1,44,1,43,1,-1,6,10,23,22,19740
1,44,1,54,1,-1,5,2,22,10,19740
2,36,1,17,1,-1,11,3,44,15,14500
2,46,1,41,1,-1,12,1,49,1,14500
1,45,1,41,1,-1,13,2,51,7,14500
2,43,1,42,1,-1,11,1,44,1,14500
1,43,1,43,1,-1,4,9,19,21,14500
2,43,1,66,1,-1,5,4,21,16,22660
2,41,1,23,1,-1,12,3,48,15,19740
1,41,1,29,1,-1,8,1,32,1,19740
2,43,1,39,1,-1,10,1,42,1,19740
1,45,1,40,1,-1,9,2,36,7,19740
1,31,1,56,1,-1,3,7,4,19,19740
2,31,1,51,1,-1,10,3,43,15,19740
2,40,1,20,1,-1,5,4,22,16,19740
1,39,4,47,4,2,10,3,41,13,19740
2,39,4,46,4,2,5,9,22,21,19740
1,43,1,61,1,-1,4,1,7,1,19740
2,43,1,58,1,-1,5,5,22,17,19740
1,41,1,29,1,-1,4,1,10,1,19740
1,39,1,38,1,-1,8,1,33,1,19740
2,43,1,36,1,-1,13,1,51,1,19740
1,43,1,60,1,-1,8,4,33,16,19740
2,43,1,54,2,-1,10,1,40,1,19740
2,42,1,51,1,-1,12,5,47,17,19740
2,39,1,53,1,-1,10,1,41,1,0
2,40,1,26,1,-1,5,3,22,13,17820
2,39,2,25,1,-1,9,3,38,12,17820
2,42,1,29,2,-1,9,2,36,7,17820
1,40,1,23,1,-1,11,3,46,13,17820
1,40,4,22,1,-1,11,3,46,13,17820
1,39,1,20,1,-1,10,5,42,17,17820
1,43,1,75,1,-1,6,10,23,22,17820
2,44,1,39,1,-1,10,2,40,8,0
1,44,1,40,1,-1,10,2,40,8,0
2,40,1,55,1,-1,8,5,32,17,19740
1,41,3,58,1,-1,11,7,44,19,19740
1,43,4,34,4,10,7,2,27,3,19740
2,39,1,34,1,-1,13,5,51,17,19740
1,39,1,64,1,-1,4,9,12,21,19740
1,39,4,30,1,-1,5,2,22,3,22660
1,39,4,64,1,-1,5,4,22,16,22660
2,39,4,50,1,-1,5,4,22,16,22660
2,41,1,46,1,-1,10,5,40,17,0
2,40,1,20,1,-1,5,5,22,17,0
2,37,1,17,1,-1,11,3,45,14,0
1,40,1,46,1,-1,6,10,23,22,24540
2,40,1,54,1,-1,5,4,22,16,24540
2,43,1,24,1,-1,11,1,46,1,24540
2,43,1,24,1,-1,11,5,44,17,24540
2,43,1,42,1,-1,4,9,14,21,0
1,43,1,42,2,-1,11,1,46,1,0
1,35,15,16,1,-1,9,3,38,14,0
2,40,1,20,2,-1,6,5,23,17,46520
2,42,1,65,1,-1,13,5,51,17,46520
2,44,8,37,1,-1,13,2,51,6,46520
2,39,9,62,1,-1,6,5,23,17,46520
2,44,1,24,1,-1,10,1,41,2,46520
1,39,21,37,1,-1,4,9,10,21,46520
2,39,4,32,1,-1,10,5,41,17,46520
2,43,21,26,1,-1,10,1,40,2,46520
2,44,8,34,1,-1,11,2,44,9,46520
1,44,8,35,1,-1,12,2,49,3,46520
2,46,4,79,1,-1,10,2,42,10,46520
2,40,5,33,1,-1,11,1,44,2,46520
2,42,5,39,1,-1,8,1,34,2,46520
2,43,4,61,2,-1,11,3,46,13,46520
1,41,4,60,1,-1,10,2,42,6,46520
1,40,4,24,1,-1,11,3,46,13,46520
1,41,4,62,1,-1,10,8,41,20,46520
1,46,1,60,1,-1,10,1,41,1,46520
1,44,8,29,1,-1,9,2,39,5,46520
2,44,8,27,1,-1,9,5,36,17,46520
2,43,15,32,1,-1,10,5,41,17,46520
1,43,7,31,1,-1,10,5,41,17,46520
1,42,4,46,1,-1,6,10,23,22,46520
2,43,4,45,1,-1,10,1,40,1,46520
1,39,5,23,1,-1,3,7,4,19,0
1,39,5,48,1,-1,13,3,51,12,0
2,39,4,53,1,-1,6,5,23,17,0
1,39,5,60,1,-1,9,3,38,12,27980
2,43,4,63,2,-1,8,5,32,17,0
1,40,4,65,2,-1,5,4,22,16,0
1,43,1,43,1,-1,12,2,49,6,14260
1,44,1,65,1,-1,9,1,36,2,14260
1,44,1,52,2,-1,10,1,40,1,14260
2,44,1,46,1,-1,10,2,40,8,14260
1,43,1,46,1,-1,12,8,47,20,14260
1,39,1,21,4,8,-1,-1,-1,-1,14260
2,39,1,20,1,-1,10,2,43,8,14260
2,39,1,18,1,-1,10,2,43,8,14260
2,44,1,51,1,-1,10,2,40,8,14260
1,43,1,54,1,-1,9,1,37,2,14260
1,39,1,29,1,-1,11,1,46,1,17660
2,39,3,28,1,-1,10,3,42,11,0
2,42,1,46,2,-1,11,1,46,1,26820
1,43,1,49,1,-1,11,1,46,1,26820
1,39,1,19,1,-1,11,10,46,22,26820
1,36,1,16,1,-1,11,3,46,13,26820
1,44,7,43,1,-1,9,2,36,3,0
1,39,1,58,2,-1,6,1,24,1,17660
2,40,1,50,2,-1,3,1,4,2,17660
1,38,1,29,1,-1,11,3,46,13,14260
2,39,1,35,1,-1,11,1,46,1,14260
1,40,1,58,1,-1,4,9,12,21,14260
2,40,1,58,1,-1,8,5,32,17,14260
1,37,1,68,1,-1,3,7,4,19,14260
1,34,1,72,4,43,1,6,1,18,14260
2,39,1,47,1,-1,9,1,36,1,14260
2,43,1,57,1,-1,10,2,40,8,0
1,39,1,30,1,-1,6,5,23,17,17660
2,40,1,29,1,-1,5,4,22,16,17660
1,43,1,57,4,1,9,5,38,17,0
2,39,1,17,1,-1,11,3,44,15,0
1,40,1,23,1,-1,5,4,22,16,0
2,43,1,62,2,-1,10,2,40,10,26820
1,39,1,30,1,-1,4,9,6,21,0
2,42,1,58,1,-1,9,1,36,1,0
2,37,6,17,1,-1,1,5,1,17,0
2,43,4,53,1,-1,10,2,40,8,16580
2,43,1,78,1,-1,8,5,32,17,0
2,44,1,30,1,-1,9,2,36,3,16980
1,44,1,32,1,-1,9,2,36,4,16980
1,46,4,62,1,-1,10,2,40,10,16980
2,46,4,65,1,-1,10,2,40,8,16980
2,42,1,40,1,-1,11,3,44,14,16980
1,43,1,43,1,-1,2,7,3,19,16980
1,43,1,58,1,-1,8,1,32,1,16980
2,43,1,58,1,-1,8,1,32,1,16980
1,43,1,32,1,-1,9,1,36,1,16980
1,39,1,58,1,-1,9,8,38,20,14010
1,43,1,32,1,-1,8,4,32,16,16980
2,43,4,24,1,-1,10,2,40,8,40420
2,44,1,40,1,-1,12,1,49,2,16980
1,43,1,49,1,-1,10,2,40,3,16980
2,39,2,48,1,-1,12,1,49,2,16980
1,39,2,18,2,-1,11,3,44,14,16980
2,43,1,44,1,-1,10,5,41,17,16980
1,39,1,46,1,-1,3,8,4,20,16980
2,40,1,44,1,-1,10,1,42,1,16980
2,46,1,58,1,-1,10,2,40,8,40420
1,39,1,20,1,-1,11,5,45,17,40420
2,40,2,30,1,-1,10,5,42,17,16980
1,38,2,29,1,-1,5,10,22,22,16980
2,43,1,50,1,-1,5,1,21,2,16980
1,43,1,47,1,-1,9,4,38,16,16980
2,35,1,16,1,-1,11,2,44,9,16980
2,43,1,66,1,-1,9,1,36,2,16980
2,40,4,20,1,-1,11,4,46,16,16980
1,39,1,33,1,-1,10,1,42,1,16980
2,43,1,37,1,-1,10,3,42,11,16980
1,40,2,22,1,-1,7,2,26,9,16980
1,39,2,73,1,-1,4,9,10,21,16980
1,42,1,34,1,-1,4,2,13,3,16980
1,44,1,48,1,-1,11,1,44,2,16980
2,43,1,47,1,-1,11,1,44,1,16980
2,43,1,53,1,-1,8,1,33,2,16980
2,43,1,57,1,-1,11,2,44,9,16980
1,43,1,60,1,-1,7,2,26,9,16980
